Datatype,Source,Target,Product,Valuetype,Year,Value,
Detailed trade matrix,Lithuania,Netherlands,Cattle,Import Quantity (Head),2011,21.0,
Detailed trade matrix,Lithuania,Norway,Cattle,Import Quantity (Head),2011,48.0,
Detailed trade matrix,Lithuania,Poland,Cattle,Import Quantity (Head),2011,13632.0,
Detailed trade matrix,Luxembourg,Belgium,Cattle,Import Quantity (Head),2011,1126.0,*
Detailed trade matrix,Luxembourg,France,Cattle,Import Quantity (Head),2011,2368.0,
Detailed trade matrix,Luxembourg,Germany,Cattle,Import Quantity (Head),2011,1197.0,*
Detailed trade matrix,Luxembourg,Netherlands,Cattle,Import Quantity (Head),2011,6.0,
Detailed trade matrix,Luxembourg,Romania,Cattle,Import Quantity (Head),2011,106.0,
Detailed trade matrix,Malawi,Ethiopia,Cattle,Import Quantity (Head),2011,2.0,
Detailed trade matrix,Malawi,South Africa,Cattle,Import Quantity (Head),2011,40.0,
Detailed trade matrix,Malawi,United Republic of Tanzania,Cattle,Import Quantity (Head),2011,80.0,
Detailed trade matrix,Malaysia,Australia,Cattle,Import Quantity (Head),2011,16776.0,
Detailed trade matrix,Malaysia,Chile,Cattle,Import Quantity (Head),2011,5.0,
Detailed trade matrix,Malaysia,India,Cattle,Import Quantity (Head),2011,1436.0,
Detailed trade matrix,Malaysia,Indonesia,Cattle,Import Quantity (Head),2011,4.0,
Detailed trade matrix,Malaysia,Myanmar,Cattle,Import Quantity (Head),2011,355.0,
Detailed trade matrix,Malaysia,New Zealand,Cattle,Import Quantity (Head),2011,8230.0,
Detailed trade matrix,Malaysia,Thailand,Cattle,Import Quantity (Head),2011,107453.0,
Detailed trade matrix,Malaysia,Viet Nam,Cattle,Import Quantity (Head),2011,338.0,
Detailed trade matrix,Malta,Italy,Cattle,Import Quantity (Head),2011,145.0,
Detailed trade matrix,Mauritius,Australia,Cattle,Import Quantity (Head),2011,3006.0,
Detailed trade matrix,Mauritius,Kenya,Cattle,Import Quantity (Head),2011,2727.0,
Detailed trade matrix,Mauritius,South Africa,Cattle,Import Quantity (Head),2011,5433.0,
Detailed trade matrix,Mexico,Canada,Cattle,Import Quantity (Head),2011,809.0,
Detailed trade matrix,Mexico,United States of America,Cattle,Import Quantity (Head),2011,15069.0,
Detailed trade matrix,Montenegro,Bosnia and Herzegovina,Cattle,Import Quantity (Head),2011,10.0,
Detailed trade matrix,Montenegro,Croatia,Cattle,Import Quantity (Head),2011,33.0,
Detailed trade matrix,Montenegro,Serbia,Cattle,Import Quantity (Head),2011,36806.0,*
Detailed trade matrix,Nepal,India,Cattle,Import Quantity (Head),2011,11348.0,
Detailed trade matrix,Netherlands,Austria,Cattle,Import Quantity (Head),2011,132.0,
Detailed trade matrix,Netherlands,Belgium,Cattle,Import Quantity (Head),2011,107666.0,
Detailed trade matrix,Netherlands,Czech Republic,Cattle,Import Quantity (Head),2011,33098.0,
Detailed trade matrix,Netherlands,Denmark,Cattle,Import Quantity (Head),2011,10535.0,
Detailed trade matrix,Netherlands,Estonia,Cattle,Import Quantity (Head),2011,25022.0,
Detailed trade matrix,Netherlands,France,Cattle,Import Quantity (Head),2011,24182.0,
Detailed trade matrix,Netherlands,Germany,Cattle,Import Quantity (Head),2011,423495.0,
Detailed trade matrix,Netherlands,Ireland,Cattle,Import Quantity (Head),2011,40803.0,
Detailed trade matrix,Netherlands,Italy,Cattle,Import Quantity (Head),2011,27835.0,
Detailed trade matrix,Netherlands,Latvia,Cattle,Import Quantity (Head),2011,36480.0,
Detailed trade matrix,Netherlands,Lithuania,Cattle,Import Quantity (Head),2011,50872.0,
Detailed trade matrix,Netherlands,Luxembourg,Cattle,Import Quantity (Head),2011,2736.0,
Detailed trade matrix,Netherlands,Poland,Cattle,Import Quantity (Head),2011,127654.0,
Detailed trade matrix,Netherlands,Romania,Cattle,Import Quantity (Head),2011,5527.0,
Detailed trade matrix,Netherlands,Slovakia,Cattle,Import Quantity (Head),2011,11735.0,
Detailed trade matrix,Netherlands,Spain,Cattle,Import Quantity (Head),2011,123.0,
Detailed trade matrix,Netherlands,Sweden,Cattle,Import Quantity (Head),2011,2.0,
Detailed trade matrix,Netherlands,United Kingdom,Cattle,Import Quantity (Head),2011,5275.0,
Detailed trade matrix,Nicaragua,Costa Rica,Cattle,Import Quantity (Head),2011,8543.0,
Detailed trade matrix,Nicaragua,El Salvador,Cattle,Import Quantity (Head),2011,0.0,
Detailed trade matrix,Nicaragua,Guatemala,Cattle,Import Quantity (Head),2011,77.0,
Detailed trade matrix,Nicaragua,Honduras,Cattle,Import Quantity (Head),2011,4860.0,
Detailed trade matrix,Nicaragua,Mexico,Cattle,Import Quantity (Head),2011,95.0,
Detailed trade matrix,Nicaragua,Panama,Cattle,Import Quantity (Head),2011,80.0,
Detailed trade matrix,Niger,Nigeria,Cattle,Import Quantity (Head),2011,0.0,
Detailed trade matrix,Norway,Sweden,Cattle,Import Quantity (Head),2011,1.0,
Detailed trade matrix,Oman,Djibouti,Cattle,Import Quantity (Head),2011,5206.0,
Detailed trade matrix,Oman,Pakistan,Cattle,Import Quantity (Head),2011,710.0,
Detailed trade matrix,Oman,Somalia,Cattle,Import Quantity (Head),2011,99055.0,
Detailed trade matrix,Oman,United Arab Emirates,Cattle,Import Quantity (Head),2011,285.0,
Detailed trade matrix,Oman,Yemen,Cattle,Import Quantity (Head),2011,12.0,
Detailed trade matrix,Pakistan,Australia,Cattle,Import Quantity (Head),2011,6969.0,
Detailed trade matrix,Pakistan,Belgium,Cattle,Import Quantity (Head),2011,1.0,
Detailed trade matrix,Pakistan,Germany,Cattle,Import Quantity (Head),2011,10.0,
Detailed trade matrix,Pakistan,Ireland,Cattle,Import Quantity (Head),2011,2.0,
Detailed trade matrix,Pakistan,Somalia,Cattle,Import Quantity (Head),2011,202.0,
Detailed trade matrix,Pakistan,South Africa,Cattle,Import Quantity (Head),2011,3.0,
Detailed trade matrix,Pakistan,Sweden,Cattle,Import Quantity (Head),2011,78.0,
Detailed trade matrix,Pakistan,Thailand,Cattle,Import Quantity (Head),2011,3.0,
Detailed trade matrix,Panama,Costa Rica,Cattle,Import Quantity (Head),2011,34.0,
Detailed trade matrix,Panama,Guatemala,Cattle,Import Quantity (Head),2011,152.0,
Detailed trade matrix,Panama,United States of America,Cattle,Import Quantity (Head),2011,410.0,
Detailed trade matrix,Peru,Colombia,Cattle,Import Quantity (Head),2011,120.0,
Detailed trade matrix,Philippines,Australia,Cattle,Import Quantity (Head),2011,14901.0,
Detailed trade matrix,Philippines,New Zealand,Cattle,Import Quantity (Head),2011,590.0,
Detailed trade matrix,Poland,Belgium,Cattle,Import Quantity (Head),2011,684.0,
Detailed trade matrix,Poland,Czech Republic,Cattle,Import Quantity (Head),2011,2201.0,
Detailed trade matrix,Poland,Denmark,Cattle,Import Quantity (Head),2011,604.0,
Detailed trade matrix,Poland,Estonia,Cattle,Import Quantity (Head),2011,60.0,
Detailed trade matrix,Poland,France,Cattle,Import Quantity (Head),2011,106.0,
Detailed trade matrix,Poland,Germany,Cattle,Import Quantity (Head),2011,5961.0,
Detailed trade matrix,Poland,Hungary,Cattle,Import Quantity (Head),2011,36.0,
Detailed trade matrix,Poland,Lithuania,Cattle,Import Quantity (Head),2011,6053.0,
Detailed trade matrix,Poland,Netherlands,Cattle,Import Quantity (Head),2011,1084.0,
Detailed trade matrix,Poland,Romania,Cattle,Import Quantity (Head),2011,509.0,
Detailed trade matrix,Poland,Slovakia,Cattle,Import Quantity (Head),2011,5492.0,
Detailed trade matrix,Portugal,France,Cattle,Import Quantity (Head),2011,253.0,*
Detailed trade matrix,Portugal,Germany,Cattle,Import Quantity (Head),2011,280.0,*
Detailed trade matrix,Portugal,Netherlands,Cattle,Import Quantity (Head),2011,243.0,*
Detailed trade matrix,Portugal,Spain,Cattle,Import Quantity (Head),2011,3317.0,
Detailed trade matrix,Republic of Korea,Canada,Cattle,Import Quantity (Head),2011,1.0,*
Detailed trade matrix,Republic of Korea,United States of America,Cattle,Import Quantity (Head),2011,131.0,*
Detailed trade matrix,Republic of Moldova,Austria,Cattle,Import Quantity (Head),2011,32.0,
Detailed trade matrix,Republic of Moldova,Netherlands,Cattle,Import Quantity (Head),2011,328.0,
Detailed trade matrix,Romania,Austria,Cattle,Import Quantity (Head),2011,54.0,
Detailed trade matrix,Romania,Belgium,Cattle,Import Quantity (Head),2011,342.0,
Detailed trade matrix,Romania,Bulgaria,Cattle,Import Quantity (Head),2011,310.0,
Detailed trade matrix,Romania,Czech Republic,Cattle,Import Quantity (Head),2011,371.0,
Detailed trade matrix,Romania,Denmark,Cattle,Import Quantity (Head),2011,94.0,
Detailed trade matrix,Romania,France,Cattle,Import Quantity (Head),2011,2450.0,
Detailed trade matrix,Romania,Germany,Cattle,Import Quantity (Head),2011,3063.0,
Detailed trade matrix,Romania,Greece,Cattle,Import Quantity (Head),2011,213.0,
Detailed trade matrix,Romania,Hungary,Cattle,Import Quantity (Head),2011,942.0,
Detailed trade matrix,Romania,Ireland,Cattle,Import Quantity (Head),2011,36.0,
Detailed trade matrix,Romania,Italy,Cattle,Import Quantity (Head),2011,123.0,
Detailed trade matrix,Romania,Luxembourg,Cattle,Import Quantity (Head),2011,1148.0,
Detailed trade matrix,Romania,Netherlands,Cattle,Import Quantity (Head),2011,2106.0,
Detailed trade matrix,Romania,Poland,Cattle,Import Quantity (Head),2011,612.0,
Detailed trade matrix,Romania,Switzerland,Cattle,Import Quantity (Head),2011,65.0,
Detailed trade matrix,Romania,United Kingdom,Cattle,Import Quantity (Head),2011,120.0,
Detailed trade matrix,Russian Federation,Australia,Cattle,Import Quantity (Head),2011,35278.0,
Detailed trade matrix,Russian Federation,Austria,Cattle,Import Quantity (Head),2011,2680.0,
Detailed trade matrix,Russian Federation,Canada,Cattle,Import Quantity (Head),2011,6763.0,
Detailed trade matrix,Russian Federation,Czech Republic,Cattle,Import Quantity (Head),2011,127.0,
Detailed trade matrix,Russian Federation,Denmark,Cattle,Import Quantity (Head),2011,3326.0,
Detailed trade matrix,Russian Federation,Estonia,Cattle,Import Quantity (Head),2011,409.0,
Detailed trade matrix,Russian Federation,Finland,Cattle,Import Quantity (Head),2011,1235.0,
Detailed trade matrix,Russian Federation,France,Cattle,Import Quantity (Head),2011,1096.0,
Detailed trade matrix,Russian Federation,Germany,Cattle,Import Quantity (Head),2011,8789.0,
Detailed trade matrix,Russian Federation,Hungary,Cattle,Import Quantity (Head),2011,2387.0,
Detailed trade matrix,Russian Federation,Italy,Cattle,Import Quantity (Head),2011,1.0,
Detailed trade matrix,Russian Federation,Netherlands,Cattle,Import Quantity (Head),2011,15771.0,
Detailed trade matrix,Russian Federation,Poland,Cattle,Import Quantity (Head),2011,1313.0,
Detailed trade matrix,Russian Federation,Slovakia,Cattle,Import Quantity (Head),2011,1814.0,
Detailed trade matrix,Russian Federation,Sweden,Cattle,Import Quantity (Head),2011,147.0,
Detailed trade matrix,Russian Federation,Ukraine,Cattle,Import Quantity (Head),2011,76.0,
Detailed trade matrix,Russian Federation,United States of America,Cattle,Import Quantity (Head),2011,21165.0,
Detailed trade matrix,Rwanda,Uganda,Cattle,Import Quantity (Head),2011,4763.0,
Detailed trade matrix,Saudi Arabia,Australia,Cattle,Import Quantity (Head),2011,3000.0,
Detailed trade matrix,Saudi Arabia,Oman,Cattle,Import Quantity (Head),2011,2277.0,
Detailed trade matrix,Saudi Arabia,United Arab Emirates,Cattle,Import Quantity (Head),2011,2105.0,
Detailed trade matrix,Saudi Arabia,Unspecified,Cattle,Import Quantity (Head),2011,200.0,
Detailed trade matrix,Senegal,France,Cattle,Import Quantity (Head),2011,371.0,
Detailed trade matrix,Serbia,Austria,Cattle,Import Quantity (Head),2011,342.0,
Detailed trade matrix,Serbia,Bosnia and Herzegovina,Cattle,Import Quantity (Head),2011,105.0,
Detailed trade matrix,Serbia,Germany,Cattle,Import Quantity (Head),2011,1937.0,
Detailed trade matrix,Serbia,Hungary,Cattle,Import Quantity (Head),2011,27.0,
Detailed trade matrix,Serbia,Netherlands,Cattle,Import Quantity (Head),2011,16.0,
Detailed trade matrix,Serbia,Romania,Cattle,Import Quantity (Head),2011,18.0,
Detailed trade matrix,Slovakia,Austria,Cattle,Import Quantity (Head),2011,186.0,
Detailed trade matrix,Slovakia,Belgium,Cattle,Import Quantity (Head),2011,11.0,
Detailed trade matrix,Slovakia,Czech Republic,Cattle,Import Quantity (Head),2011,5822.0,*
Detailed trade matrix,Slovakia,Denmark,Cattle,Import Quantity (Head),2011,1.0,
Detailed trade matrix,Slovakia,Germany,Cattle,Import Quantity (Head),2011,111.0,
Detailed trade matrix,Slovakia,Hungary,Cattle,Import Quantity (Head),2011,105.0,*
Detailed trade matrix,Slovakia,Italy,Cattle,Import Quantity (Head),2011,185.0,*
Detailed trade matrix,Slovakia,Netherlands,Cattle,Import Quantity (Head),2011,455.0,
Detailed trade matrix,Slovakia,Poland,Cattle,Import Quantity (Head),2011,52.0,
Detailed trade matrix,Slovakia,Romania,Cattle,Import Quantity (Head),2011,2260.0,
Detailed trade matrix,Slovenia,Austria,Cattle,Import Quantity (Head),2011,276.0,
Detailed trade matrix,Slovenia,Czech Republic,Cattle,Import Quantity (Head),2011,8768.0,
Detailed trade matrix,Slovenia,Germany,Cattle,Import Quantity (Head),2011,45.0,
Detailed trade matrix,Slovenia,Hungary,Cattle,Import Quantity (Head),2011,4150.0,
Detailed trade matrix,Slovenia,Italy,Cattle,Import Quantity (Head),2011,988.0,
Detailed trade matrix,Slovenia,Poland,Cattle,Import Quantity (Head),2011,1867.0,
Detailed trade matrix,Slovenia,Romania,Cattle,Import Quantity (Head),2011,1060.0,
Detailed trade matrix,Slovenia,Slovakia,Cattle,Import Quantity (Head),2011,1605.0,
Detailed trade matrix,South Africa,Canada,Cattle,Import Quantity (Head),2011,0.0,*
Detailed trade matrix,South Africa,Czech Republic,Cattle,Import Quantity (Head),2011,30.0,*
Detailed trade matrix,South Africa,Luxembourg,Cattle,Import Quantity (Head),2011,20.0,*
Detailed trade matrix,South Africa,Philippines,Cattle,Import Quantity (Head),2011,2.0,*
Detailed trade matrix,Spain,Austria,Cattle,Import Quantity (Head),2011,109.0,
Detailed trade matrix,Spain,Belgium,Cattle,Import Quantity (Head),2011,598.0,
Detailed trade matrix,Spain,Denmark,Cattle,Import Quantity (Head),2011,1384.0,
Detailed trade matrix,Spain,France,Cattle,Import Quantity (Head),2011,329453.0,
Detailed trade matrix,Spain,Germany,Cattle,Import Quantity (Head),2011,51622.0,
Detailed trade matrix,Spain,Ireland,Cattle,Import Quantity (Head),2011,29469.0,
Detailed trade matrix,Spain,Italy,Cattle,Import Quantity (Head),2011,35244.0,
Detailed trade matrix,Spain,Netherlands,Cattle,Import Quantity (Head),2011,48406.0,
Detailed trade matrix,Spain,Poland,Cattle,Import Quantity (Head),2011,18867.0,
Detailed trade matrix,Spain,Portugal,Cattle,Import Quantity (Head),2011,32084.0,
Detailed trade matrix,Spain,Romania,Cattle,Import Quantity (Head),2011,39157.0,
Detailed trade matrix,Spain,United Kingdom,Cattle,Import Quantity (Head),2011,7167.0,
Detailed trade matrix,Spain,Unspecified,Cattle,Import Quantity (Head),2011,87.0,
Detailed trade matrix,Suriname,United States of America,Cattle,Import Quantity (Head),2011,33.0,*
Detailed trade matrix,Switzerland,Austria,Cattle,Import Quantity (Head),2011,674.0,
Detailed trade matrix,Switzerland,Denmark,Cattle,Import Quantity (Head),2011,34.0,
Detailed trade matrix,Switzerland,France,Cattle,Import Quantity (Head),2011,3315.0,
Detailed trade matrix,Switzerland,Germany,Cattle,Import Quantity (Head),2011,132.0,
Detailed trade matrix,Switzerland,Italy,Cattle,Import Quantity (Head),2011,32.0,
Detailed trade matrix,Switzerland,Luxembourg,Cattle,Import Quantity (Head),2011,2.0,
Detailed trade matrix,Switzerland,Netherlands,Cattle,Import Quantity (Head),2011,14.0,
Detailed trade matrix,Switzerland,United Kingdom,Cattle,Import Quantity (Head),2011,53.0,
Detailed trade matrix,Thailand,Australia,Cattle,Import Quantity (Head),2011,95.0,
Detailed trade matrix,Thailand,Myanmar,Cattle,Import Quantity (Head),2011,71575.0,
Detailed trade matrix,Thailand,United States of America,Cattle,Import Quantity (Head),2011,2.0,
Detailed trade matrix,The former Yugoslav Republic of Macedonia,Bulgaria,Cattle,Import Quantity (Head),2011,450.0,
Detailed trade matrix,The former Yugoslav Republic of Macedonia,Germany,Cattle,Import Quantity (Head),2011,32.0,
Detailed trade matrix,The former Yugoslav Republic of Macedonia,Hungary,Cattle,Import Quantity (Head),2011,168.0,
Detailed trade matrix,The former Yugoslav Republic of Macedonia,Serbia,Cattle,Import Quantity (Head),2011,40.0,
Detailed trade matrix,Togo,Burkina Faso,Cattle,Import Quantity (Head),2011,5.0,
Detailed trade matrix,Togo,Ghana,Cattle,Import Quantity (Head),2011,10.0,
Detailed trade matrix,Tunisia,France,Cattle,Import Quantity (Head),2011,12634.0,
Detailed trade matrix,Tunisia,Germany,Cattle,Import Quantity (Head),2011,626.0,
Detailed trade matrix,Tunisia,Ireland,Cattle,Import Quantity (Head),2011,332.0,
Detailed trade matrix,Tunisia,Netherlands,Cattle,Import Quantity (Head),2011,189.0,
Detailed trade matrix,Tunisia,Uruguay,Cattle,Import Quantity (Head),2011,1775.0,
Detailed trade matrix,Turkey,Australia,Cattle,Import Quantity (Head),2011,73872.0,
Detailed trade matrix,Turkey,Austria,Cattle,Import Quantity (Head),2011,16371.0,
Detailed trade matrix,Turkey,Brazil,Cattle,Import Quantity (Head),2011,8052.0,
Detailed trade matrix,Turkey,Estonia,Cattle,Import Quantity (Head),2011,4900.0,
Detailed trade matrix,Turkey,France,Cattle,Import Quantity (Head),2011,46814.0,
Detailed trade matrix,Turkey,Greece,Cattle,Import Quantity (Head),2011,7952.0,
Detailed trade matrix,Turkey,Hungary,Cattle,Import Quantity (Head),2011,87496.0,
Detailed trade matrix,Turkey,Jordan,Cattle,Import Quantity (Head),2011,911.0,
Detailed trade matrix,Turkey,Latvia,Cattle,Import Quantity (Head),2011,2814.0,
Detailed trade matrix,Turkey,Lithuania,Cattle,Import Quantity (Head),2011,6898.0,
Detailed trade matrix,Turkey,Mexico,Cattle,Import Quantity (Head),2011,5383.0,
Detailed trade matrix,Turkey,Slovenia,Cattle,Import Quantity (Head),2011,70.0,
Detailed trade matrix,Turkey,United States of America,Cattle,Import Quantity (Head),2011,51939.0,
Detailed trade matrix,Turkey,Uruguay,Cattle,Import Quantity (Head),2011,157324.0,
Detailed trade matrix,Uganda,Burundi,Cattle,Import Quantity (Head),2011,104.0,
Detailed trade matrix,Uganda,Germany,Cattle,Import Quantity (Head),2011,1.0,
Detailed trade matrix,Uganda,Kenya,Cattle,Import Quantity (Head),2011,468.0,*
Detailed trade matrix,Uganda,Republic of Korea,Cattle,Import Quantity (Head),2011,1.0,
Detailed trade matrix,Uganda,South Africa,Cattle,Import Quantity (Head),2011,1.0,
Detailed trade matrix,Uganda,United Kingdom,Cattle,Import Quantity (Head),2011,2.0,
Detailed trade matrix,Uganda,United Republic of Tanzania,Cattle,Import Quantity (Head),2011,2.0,
Detailed trade matrix,Uganda,United States of America,Cattle,Import Quantity (Head),2011,2.0,
Detailed trade matrix,Ukraine,Czech Republic,Cattle,Import Quantity (Head),2011,492.0,
Detailed trade matrix,Ukraine,France,Cattle,Import Quantity (Head),2011,151.0,
Detailed trade matrix,Ukraine,Germany,Cattle,Import Quantity (Head),2011,1762.0,
Detailed trade matrix,Ukraine,Hungary,Cattle,Import Quantity (Head),2011,242.0,
Detailed trade matrix,Ukraine,Netherlands,Cattle,Import Quantity (Head),2011,191.0,
Detailed trade matrix,Ukraine,Poland,Cattle,Import Quantity (Head),2011,20.0,
Detailed trade matrix,United Kingdom,Belgium,Cattle,Import Quantity (Head),2011,47.0,
Detailed trade matrix,United Kingdom,Canada,Cattle,Import Quantity (Head),2011,3.0,
Detailed trade matrix,United Kingdom,Denmark,Cattle,Import Quantity (Head),2011,48.0,
Detailed trade matrix,United Kingdom,France,Cattle,Import Quantity (Head),2011,129.0,
Detailed trade matrix,United Kingdom,Germany,Cattle,Import Quantity (Head),2011,1005.0,
Detailed trade matrix,United Kingdom,Ireland,Cattle,Import Quantity (Head),2011,31450.0,
Detailed trade matrix,United Kingdom,Netherlands,Cattle,Import Quantity (Head),2011,2422.0,
Detailed trade matrix,United Kingdom,Spain,Cattle,Import Quantity (Head),2011,6.0,
Detailed trade matrix,United Kingdom,Switzerland,Cattle,Import Quantity (Head),2011,14.0,
Detailed trade matrix,United Republic of Tanzania,Czech Republic,Cattle,Import Quantity (Head),2011,370.0,
Detailed trade matrix,United Republic of Tanzania,Japan,Cattle,Import Quantity (Head),2011,4.0,
Detailed trade matrix,United Republic of Tanzania,Kenya,Cattle,Import Quantity (Head),2011,261.0,
Detailed trade matrix,United Republic of Tanzania,Netherlands,Cattle,Import Quantity (Head),2011,7.0,*
Detailed trade matrix,United Republic of Tanzania,South Africa,Cattle,Import Quantity (Head),2011,10.0,
Detailed trade matrix,United Republic of Tanzania,United States of America,Cattle,Import Quantity (Head),2011,16.0,
Detailed trade matrix,United Republic of Tanzania,Zambia,Cattle,Import Quantity (Head),2011,3.0,
Detailed trade matrix,United States of America,Canada,Cattle,Import Quantity (Head),2011,702741.0,
Detailed trade matrix,United States of America,Mexico,Cattle,Import Quantity (Head),2011,1421189.0,
Detailed trade matrix,Venezuela (Bolivarian Republic of),Brazil,Cattle,Import Quantity (Head),2011,353619.0,
Detailed trade matrix,Venezuela (Bolivarian Republic of),Colombia,Cattle,Import Quantity (Head),2011,31.0,
Detailed trade matrix,Venezuela (Bolivarian Republic of),Guatemala,Cattle,Import Quantity (Head),2011,2029.0,
Detailed trade matrix,Venezuela (Bolivarian Republic of),Nicaragua,Cattle,Import Quantity (Head),2011,16669.0,
Detailed trade matrix,Yemen,Djibouti,Cattle,Import Quantity (Head),2011,38.0,
Detailed trade matrix,Yemen,Ethiopia,Cattle,Import Quantity (Head),2011,26426.0,
Detailed trade matrix,Yemen,Somalia,Cattle,Import Quantity (Head),2011,122267.0,
Detailed trade matrix,Zambia,South Africa,Cattle,Import Quantity (Head),2011,325.0,
Detailed trade matrix,Zambia,United Republic of Tanzania,Cattle,Import Quantity (Head),2011,38.0,
Detailed trade matrix,Zambia,Zimbabwe,Cattle,Import Quantity (Head),2011,16.0,
Detailed trade matrix,Zimbabwe,Botswana,Cattle,Import Quantity (Head),2011,56000.0,*
Detailed trade matrix,Zimbabwe,South Africa,Cattle,Import Quantity (Head),2011,320.0,
