"Domain"	"Country"	"Item"	"Element"	"Year"	"Value"
"Annual population"	"Norway"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"4624.0"
"Annual population"	"Occupied Palestinian Territory"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"3560.0"
"Annual population"	"Oman"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"2522.0"
"Annual population"	"Pakistan"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"157971.0"
"Annual population"	"Palau"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"20.0"
"Annual population"	"Panama"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"3366.0"
"Annual population"	"Papua New Guinea"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"6096.0"
"Annual population"	"Paraguay"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"5904.0"
"Annual population"	"Peru"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"27723.0"
"Annual population"	"Philippines"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"85821.0"
"Annual population"	"Poland"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"38206.0"
"Annual population"	"Portugal"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"10511.0"
"Annual population"	"Puerto Rico"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"3761.0"
"Annual population"	"Qatar"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"821.0"
"Annual population"	"Republic of Korea"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"47033.0"
"Annual population"	"Republic of Moldova"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"3767.0"
"Annual population"	"R̩union"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"791.0"
"Annual population"	"Romania"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"22113.0"
"Annual population"	"Russian Federation"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"143933.0"
"Annual population"	"Rwanda"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"9429.0"
"Annual population"	"Saint Helena, Ascension and Tristan da Cunha"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"5.0"
"Annual population"	"Saint Kitts and Nevis"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"49.0"
"Annual population"	"Saint Lucia"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"165.0"
"Annual population"	"Saint Pierre and Miquelon"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"6.0"
"Annual population"	"Saint Vincent and the Grenadines"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"109.0"
"Annual population"	"Samoa"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"180.0"
"Annual population"	"San Marino"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"30.0"
"Annual population"	"Sao Tome and Principe"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"155.0"
"Annual population"	"Saudi Arabia"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"24690.0"
"Annual population"	"Senegal"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"11271.0"
"Annual population"	"Serbia and Montenegro"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"10572.0"
"Annual population"	"Seychelles"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"87.0"
"Annual population"	"Sierra Leone"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"5120.0"
"Annual population"	"Singapore"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"4496.0"
"Annual population"	"Slovakia"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"5391.0"
"Annual population"	"Slovenia"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"2000.0"
"Annual population"	"Solomon Islands"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"469.0"
"Annual population"	"Somalia"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"8467.0"
"Annual population"	"South Africa"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"48235.0"
"Annual population"	"Spain"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"43387.0"
"Annual population"	"Sri Lanka"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"19951.0"
"Annual population"	"Sudan (former)"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"39625.0"
"Annual population"	"Suriname"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"500.0"
"Annual population"	"Swaziland"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"1105.0"
"Annual population"	"Sweden"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"9030.0"
"Annual population"	"Switzerland"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"7409.0"
"Annual population"	"Syrian Arab Republic"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"18167.0"
"Annual population"	"Tajikistan"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"6806.0"
"Annual population"	"Thailand"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"65559.0"
"Annual population"	"The former Yugoslav Republic of Macedonia"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"2090.0"
"Annual population"	"Timor-Leste"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"996.0"
"Annual population"	"Togo"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"5540.0"
"Annual population"	"Tokelau"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"1.0"
"Annual population"	"Tonga"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"101.0"
"Annual population"	"Trinidad and Tobago"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"1297.0"
"Annual population"	"Tunisia"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"10051.0"
"Annual population"	"Turkey"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"67743.0"
"Annual population"	"Turkmenistan"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"4748.0"
"Annual population"	"Turks and Caicos Islands"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"26.0"
"Annual population"	"Tuvalu"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"10.0"
"Annual population"	"Uganda"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"28725.0"
"Annual population"	"Ukraine"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"47136.0"
"Annual population"	"United Arab Emirates"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"4149.0"
"Annual population"	"United Kingdom"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"60526.0"
"Annual population"	"United Republic of Tanzania"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"38824.0"
"Annual population"	"United States of America"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"298166.0"
"Annual population"	"United States Virgin Islands"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"108.0"
"Annual population"	"Uruguay"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"3325.0"
"Annual population"	"Uzbekistan"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"26044.0"
"Annual population"	"Vanuatu"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"209.0"
"Annual population"	"Venezuela (Bolivarian Republic of)"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"26726.0"
"Annual population"	"Viet Nam"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"84948.0"
"Annual population"	"Wallis and Futuna Islands"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"14.0"
"Annual population"	"Western Sahara"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"428.0"
"Annual population"	"Yemen"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"20140.0"
"Annual population"	"Zambia"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"11470.0"
"Annual population"	"Zimbabwe"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2005	"12711.0"
"Annual population"	"Afghanistan"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"24019.0"
"Annual population"	"Albania"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"3216.0"
"Annual population"	"Algeria"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"33461.0"
"Annual population"	"American Samoa"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"59.0"
"Annual population"	"Andorra"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"79.0"
"Annual population"	"Angola"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"15977.0"
"Annual population"	"Anguilla"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"12.0"
"Annual population"	"Antigua and Barbuda"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"82.0"
"Annual population"	"Argentina"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"38309.0"
"Annual population"	"Armenia"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"3026.0"
"Annual population"	"Aruba"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"99.0"
"Annual population"	"Australia"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"20218.0"
"Annual population"	"Austria"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"8193.0"
"Annual population"	"Azerbaijan"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"8465.0"
"Annual population"	"Bahamas"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"322.0"
"Annual population"	"Bahrain"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"821.0"
"Annual population"	"Bangladesh"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"141235.0"
"Annual population"	"Barbados"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"272.0"
"Annual population"	"Belarus"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"9720.0"
"Annual population"	"Belgium"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"10441.0"
"Annual population"	"Belize"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"265.0"
"Annual population"	"Benin"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"7923.0"
"Annual population"	"Bermuda"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"64.0"
"Annual population"	"Bhutan"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"634.0"
"Annual population"	"Bolivia (Plurinational State of)"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"9188.0"
"Annual population"	"Bosnia and Herzegovina"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"3887.0"
"Annual population"	"Botswana"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"1855.0"
"Annual population"	"Brazil"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"184010.0"
"Annual population"	"British Virgin Islands"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"23.0"
"Annual population"	"Brunei Darussalam"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"361.0"
"Annual population"	"Bulgaria"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"7745.0"
"Annual population"	"Burkina Faso"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"13034.0"
"Annual population"	"Burundi"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"7511.0"
"Annual population"	"Cabo Verde"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"474.0"
"Annual population"	"Cambodia"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"13149.0"
"Annual population"	"Cameroon"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"17675.0"
"Annual population"	"Canada"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"31914.0"
"Annual population"	"Cayman Islands"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"47.0"
"Annual population"	"Central African Republic"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"3894.0"
"Annual population"	"Chad"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"9665.0"
"Annual population"	"Chile"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"16168.0"
"Annual population"	"China"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"1340362.0"
"Annual population"	"China, Hong Kong SAR"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"6897.0"
"Annual population"	"China, Macao SAR"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"459.0"
"Annual population"	"China, mainland"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"1310414.0"
"Annual population"	"China, Taiwan Province of"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"22593.0"
"Annual population"	"Colombia"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"42528.0"
"Annual population"	"Comoros"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"585.0"
"Annual population"	"Congo"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"3449.0"
"Annual population"	"Cook Islands"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"19.0"
"Annual population"	"Costa Rica"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"4246.0"
"Annual population"	"C̫te d'Ivoire"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"17144.0"
"Annual population"	"Croatia"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"4400.0"
"Annual population"	"Cuba"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"11273.0"
"Annual population"	"Cyprus"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"1016.0"
"Annual population"	"Czech Republic"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"10208.0"
"Annual population"	"Democratic People's Republic of Korea"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"23639.0"
"Annual population"	"Democratic Republic of the Congo"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"52487.0"
"Annual population"	"Denmark"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"5399.0"
"Annual population"	"Djibouti"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"766.0"
"Annual population"	"Dominica"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"70.0"
"Annual population"	"Dominican Republic"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"9207.0"
"Annual population"	"Ecuador"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"13529.0"
"Annual population"	"Egypt"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"70591.0"
"Annual population"	"El Salvador"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"6050.0"
"Annual population"	"Equatorial Guinea"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"586.0"
"Annual population"	"Eritrea"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"4666.0"
"Annual population"	"Estonia"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"1332.0"
"Annual population"	"Ethiopia"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"74066.0"
"Annual population"	"Falkland Islands (Malvinas)"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"3.0"
"Annual population"	"Faroe Islands"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"49.0"
"Annual population"	"Fiji"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"819.0"
"Annual population"	"Finland"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"5228.0"
"Annual population"	"France"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"61003.0"
"Annual population"	"French Guiana"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"195.0"
"Annual population"	"French Polynesia"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"252.0"
"Annual population"	"Gabon"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"1347.0"
"Annual population"	"Gambia"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"1392.0"
"Annual population"	"Georgia"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"4515.0"
"Annual population"	"Germany"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"83849.0"
"Annual population"	"Ghana"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"20836.0"
"Annual population"	"Gibraltar"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"29.0"
"Annual population"	"Greece"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"11035.0"
"Annual population"	"Greenland"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"57.0"
"Annual population"	"Grenada"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"103.0"
"Annual population"	"Guadeloupe"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"441.0"
"Annual population"	"Guam"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"158.0"
"Annual population"	"Guatemala"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"12368.0"
"Annual population"	"Guinea"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"9380.0"
"Annual population"	"Guinea-Bissau"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"1391.0"
"Annual population"	"Guyana"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"757.0"
"Annual population"	"Haiti"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"9130.0"
"Annual population"	"Holy See"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"1.0"
"Annual population"	"Honduras"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"6762.0"
"Annual population"	"Hungary"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"10118.0"
"Annual population"	"Iceland"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"293.0"
"Annual population"	"India"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"1110626.0"
"Annual population"	"Indonesia"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"221294.0"
"Annual population"	"Iran (Islamic Republic of)"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"69342.0"
"Annual population"	"Iraq"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"26674.0"
"Annual population"	"Ireland"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"4086.0"
"Annual population"	"Israel"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"6468.0"
"Annual population"	"Italy"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"58267.0"
"Annual population"	"Jamaica"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"2666.0"
"Annual population"	"Japan"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"126773.0"
"Annual population"	"Jordan"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"5092.0"
"Annual population"	"Kazakhstan"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"14902.0"
"Annual population"	"Kenya"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"34835.0"
"Annual population"	"Kiribati"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"89.0"
"Annual population"	"Kuwait"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"2196.0"
"Annual population"	"Kyrgyzstan"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"5019.0"
"Annual population"	"Lao People's Democratic Republic"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"5699.0"
"Annual population"	"Latvia"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"2258.0"
"Annual population"	"Lebanon"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"3854.0"
"Annual population"	"Lesotho"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"1912.0"
"Annual population"	"Liberia"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"3185.0"
"Annual population"	"Libya"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"5507.0"
"Annual population"	"Liechtenstein"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"34.0"
"Annual population"	"Lithuania"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"3333.0"
"Annual population"	"Luxembourg"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"452.0"
"Annual population"	"Madagascar"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"17763.0"
"Annual population"	"Malawi"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"12569.0"
"Annual population"	"Malaysia"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"25365.0"
"Annual population"	"Maldives"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"293.0"
"Annual population"	"Mali"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"11573.0"
"Annual population"	"Malta"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"413.0"
"Annual population"	"Marshall Islands"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"52.0"
"Annual population"	"Martinique"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"394.0"
"Annual population"	"Mauritania"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"3055.0"
"Annual population"	"Mauritius"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"1209.0"
"Annual population"	"Mayotte"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"170.0"
"Annual population"	"Mexico"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"109382.0"
"Annual population"	"Micronesia (Federated States of)"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"107.0"
"Annual population"	"Monaco"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"33.0"
"Annual population"	"Mongolia"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"2496.0"
"Annual population"	"Montserrat"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"5.0"
"Annual population"	"Morocco"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"29856.0"
"Annual population"	"Mozambique"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"20439.0"
"Annual population"	"Myanmar"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"49875.0"
"Annual population"	"Namibia"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"2003.0"
"Annual population"	"Nauru"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"10.0"
"Annual population"	"Nepal"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"24922.0"
"Annual population"	"Netherlands"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"16221.0"
"Annual population"	"Netherlands Antilles"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"178.0"
"Annual population"	"New Caledonia"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"225.0"
"Annual population"	"New Zealand"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"4079.0"
"Annual population"	"Nicaragua"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"5386.0"
"Annual population"	"Niger"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"12709.0"
"Annual population"	"Nigeria"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"135999.0"
"Annual population"	"Niue"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"2.0"
"Annual population"	"Northern Mariana Islands"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"66.0"
"Annual population"	"Norway"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"4588.0"
"Annual population"	"Occupied Palestinian Territory"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"3490.0"
"Annual population"	"Oman"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"2464.0"
"Annual population"	"Pakistan"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"155151.0"
"Annual population"	"Palau"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"20.0"
"Annual population"	"Panama"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"3303.0"
"Annual population"	"Papua New Guinea"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"5948.0"
"Annual population"	"Paraguay"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"5793.0"
"Annual population"	"Peru"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"27404.0"
"Annual population"	"Philippines"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"84231.0"
"Annual population"	"Poland"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"38225.0"
"Annual population"	"Portugal"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"10478.0"
"Annual population"	"Puerto Rico"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"3773.0"
"Annual population"	"Qatar"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"720.0"
"Annual population"	"Republic of Korea"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"46801.0"
"Annual population"	"Republic of Moldova"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"3828.0"
"Annual population"	"R̩union"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"780.0"
"Annual population"	"Romania"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"22158.0"
"Annual population"	"Russian Federation"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"144331.0"
"Annual population"	"Rwanda"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"9254.0"
"Annual population"	"Saint Helena, Ascension and Tristan da Cunha"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"5.0"
"Annual population"	"Saint Kitts and Nevis"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"48.0"
"Annual population"	"Saint Lucia"	"Population - Est. & Proj."	"Total Population - Both sexes (1000)"	2004	"163.0"
